"","Year","new.place","cu","FEM","FEF","FSM","FSF","SCM","SCF","SFM","SFF","SNM","SNF","SCA","SFA","SNA","FEA","FSA","long","lat","lat1","lat2","lat3","lat4","long2","long3"
"749",2009,"Virgin Islands",6.4,64.1,54.5,35.9,45.5,8.1,5,15.4,7.3,76.5,87.8,6.4,11.1,82.5,60.1,39.9,-64.896335,18.335765,17.585765,18.085765,18.585765,19.085765,-64.896335,-64.896335
"750",2010,"Virgin Islands",5.8,0,61.9,0,38.1,7.5,4.3,14,7.5,78.6,88.1,5.8,10.5,83.7,62.5,37.5,-64.896335,18.335765,17.585765,18.085765,18.585765,19.085765,-64.896335,-64.896335
"751",1996,"Virginia",24.8,81.9,75.6,18.1,24.4,27.6,22.2,26.6,19.5,45.8,58.4,24.8,22.9,52.3,79,21,-78.6568942,37.4315734,36.6815734,37.1815734,37.6815734,38.1815734,-78.6568942,-78.6568942
"752",1997,"Virginia",24.4,72.8,81.3,27.2,18.7,26,22.9,28,23.8,46,53.3,24.4,25.8,49.8,76.9,23.1,-78.6568942,37.4315734,36.6815734,37.1815734,37.6815734,38.1815734,-78.6568942,-78.6568942
"753",1998,"Virginia",22.9,78,80,22,20,25.8,20.2,26.9,19.8,47.3,60,22.9,23.2,53.9,78.9,21.1,-78.6568942,37.4315734,36.6815734,37.1815734,37.6815734,38.1815734,-78.6568942,-78.6568942
"754",1999,"Virginia",21.4,78.3,81.2,21.7,18.8,21.6,21.2,30.8,20.3,47.6,58.6,21.4,25.3,53.3,79.8,20.2,-78.6568942,37.4315734,36.6815734,37.1815734,37.6815734,38.1815734,-78.6568942,-78.6568942
"755",2000,"Virginia",21.4,72.9,77.7,27.1,22.3,24.2,18.8,25.6,21.2,50.2,60,21.4,23.3,55.3,75.1,24.9,-78.6568942,37.4315734,36.6815734,37.1815734,37.6815734,38.1815734,-78.6568942,-78.6568942
"756",2001,"Virginia",22.5,79.1,79.5,20.9,20.5,23.5,21.6,27.6,21.9,48.8,56.5,22.5,24.7,52.8,79.3,20.7,-78.6568942,37.4315734,36.6815734,37.1815734,37.6815734,38.1815734,-78.6568942,-78.6568942
"757",2002,"Virginia",24.6,76.1,81.9,23.9,18.1,28.7,20.8,26.5,18.6,44.8,60.6,24.6,22.4,53,78.7,21.3,-78.6568942,37.4315734,36.6815734,37.1815734,37.6815734,38.1815734,-78.6568942,-78.6568942
"758",2003,"Virginia",22,77.6,79.5,22.4,20.5,26.3,17.9,26.5,21.7,47.2,60.4,22,24,54,78.4,21.6,-78.6568942,37.4315734,36.6815734,37.1815734,37.6815734,38.1815734,-78.6568942,-78.6568942
"759",2004,"Virginia",20.8,75.2,77.3,24.8,22.7,22.4,19.4,27.3,19.6,50.3,61,20.8,23.3,55.8,76.2,23.8,-78.6568942,37.4315734,36.6815734,37.1815734,37.6815734,38.1815734,-78.6568942,-78.6568942
"760",2005,"Virginia",20.6,73.9,74.4,26.1,25.6,21.6,19.7,27.8,20.7,50.6,59.6,20.6,24.1,55.2,74.1,25.9,-78.6568942,37.4315734,36.6815734,37.1815734,37.6815734,38.1815734,-78.6568942,-78.6568942
"761",2006,"Virginia",19.3,77.1,75,22.9,25,20.2,18.4,28.6,22,51.1,59.6,19.3,25.2,55.5,76,24,-78.6568942,37.4315734,36.6815734,37.1815734,37.6815734,38.1815734,-78.6568942,-78.6568942
"762",2007,"Virginia",18.5,76,76.1,24,23.9,20.2,16.8,26.6,20.5,53.2,62.6,18.5,23.5,58,76.1,23.9,-78.6568942,37.4315734,36.6815734,37.1815734,37.6815734,38.1815734,-78.6568942,-78.6568942
"763",2008,"Virginia",16.4,73,77.6,27,22.4,17.1,15.8,28,20.3,54.9,63.9,16.4,24,59.5,75.3,24.7,-78.6568942,37.4315734,36.6815734,37.1815734,37.6815734,38.1815734,-78.6568942,-78.6568942
"764",2009,"Virginia",19,73,72,27,28,22.5,15.8,28.5,20.6,49,63.7,19,24.4,56.5,72.6,27.4,-78.6568942,37.4315734,36.6815734,37.1815734,37.6815734,38.1815734,-78.6568942,-78.6568942
"765",2010,"Virginia",18.5,79.7,76.3,20.3,23.7,22.2,15.1,27.8,21.2,50,63.7,18.5,24.4,57,78.3,21.7,-78.6568942,37.4315734,36.6815734,37.1815734,37.6815734,38.1815734,-78.6568942,-78.6568942
"766",1996,"Washington",23.4,81.4,81.3,18.6,18.7,24.6,22.4,30.8,23,44.6,54.6,23.4,26.8,49.7,81.4,18.6,-77.0368707,38.9071923,38.1571923,38.6571923,39.1571923,39.6571923,-77.0368707,-77.0368707
"767",1997,"Washington",23.8,76.5,79.6,23.5,20.4,25,22.7,31.2,22.8,43.8,54.6,23.8,26.9,49.3,78,22,-77.0368707,38.9071923,38.1571923,38.6571923,39.1571923,39.6571923,-77.0368707,-77.0368707
"768",1998,"Washington",21.4,80.1,77.7,19.9,22.3,22.4,20.4,30.9,24.3,46.7,55.3,21.4,27.6,51.1,78.9,21.1,-77.0368707,38.9071923,38.1571923,38.6571923,39.1571923,39.6571923,-77.0368707,-77.0368707
"769",1999,"Washington",22.4,77.1,75.1,22.9,24.9,24,20.8,31.5,22.4,44.5,56.8,22.4,26.8,50.8,76.2,23.8,-77.0368707,38.9071923,38.1571923,38.6571923,39.1571923,39.6571923,-77.0368707,-77.0368707
"770",2000,"Washington",20.7,69,74.2,31,25.8,21.8,19.7,33.4,24.4,44.8,55.9,20.7,28.8,50.5,71.5,28.5,-77.0368707,38.9071923,38.1571923,38.6571923,39.1571923,39.6571923,-77.0368707,-77.0368707
"771",2001,"Washington",22.5,72.3,74.3,27.7,25.7,24.5,20.5,29.5,25.7,46,53.8,22.5,27.6,49.9,73.2,26.8,-77.0368707,38.9071923,38.1571923,38.6571923,39.1571923,39.6571923,-77.0368707,-77.0368707
"772",2002,"Washington",21.5,76.6,76.6,23.4,23.4,23.6,19.4,30,27,46.4,53.6,21.5,28.5,50.1,76.6,23.4,-77.0368707,38.9071923,38.1571923,38.6571923,39.1571923,39.6571923,-77.0368707,-77.0368707
"773",2003,"Washington",19.5,72.2,77.2,27.8,22.8,21,18.2,29.1,23.4,49.9,58.4,19.5,26.2,54.2,74.6,25.4,-77.0368707,38.9071923,38.1571923,38.6571923,39.1571923,39.6571923,-77.0368707,-77.0368707
"774",2004,"Washington",19.2,71.5,73.9,28.5,26.1,20.1,18.4,28.5,22.2,51.4,59.4,19.2,25.3,55.5,72.6,27.4,-77.0368707,38.9071923,38.1571923,38.6571923,39.1571923,39.6571923,-77.0368707,-77.0368707
"775",2005,"Washington",17.6,69.6,73.2,30.4,26.8,19.1,16,30.6,24.1,50.3,59.9,17.6,27.3,55.1,71.3,28.7,-77.0368707,38.9071923,38.1571923,38.6571923,39.1571923,39.6571923,-77.0368707,-77.0368707
"776",2006,"Washington",17.1,69.9,75.3,30.1,24.7,18.9,15.3,28.7,24.1,52.4,60.6,17.1,26.4,56.6,72.4,27.6,-77.0368707,38.9071923,38.1571923,38.6571923,39.1571923,39.6571923,-77.0368707,-77.0368707
"777",2007,"Washington",16.8,72.3,73,27.7,27,18,15.7,28.4,24,53.6,60.4,16.8,26.2,57,72.6,27.4,-77.0368707,38.9071923,38.1571923,38.6571923,39.1571923,39.6571923,-77.0368707,-77.0368707
"778",2008,"Washington",15.7,74.2,74.7,25.8,25.3,17,14.4,29.4,24.1,53.6,61.5,15.7,26.7,57.6,74.4,25.6,-77.0368707,38.9071923,38.1571923,38.6571923,39.1571923,39.6571923,-77.0368707,-77.0368707
"779",2009,"Washington",14.9,70.2,73.5,29.8,26.5,16.1,13.8,29.3,24.1,54.6,62.1,14.9,26.7,58.4,71.7,28.3,-77.0368707,38.9071923,38.1571923,38.6571923,39.1571923,39.6571923,-77.0368707,-77.0368707
"780",2010,"Washington",15.2,69.6,74.9,30.4,25.1,16.2,14.2,28.1,22.9,55.7,62.8,15.2,25.5,59.3,72.1,27.9,-77.0368707,38.9071923,38.1571923,38.6571923,39.1571923,39.6571923,-77.0368707,-77.0368707
"781",1996,"West Virginia",26.6,90.7,88.5,9.3,11.5,28,25.5,29,17.5,43.1,57,26.6,22.9,50.5,89.6,10.4,-80.4549026,38.5976262,37.8476262,38.3476262,38.8476262,39.3476262,-80.4549026,-80.4549026
"782",1997,"West Virginia",27.4,89.3,89.6,10.7,10.4,27.3,27.6,31,18.4,41.8,54,27.4,24.3,48.2,89.4,10.6,-80.4549026,38.5976262,37.8476262,38.3476262,38.8476262,39.3476262,-80.4549026,-80.4549026
"783",1998,"West Virginia",27.9,88.2,89.7,11.8,10.3,29.7,26.4,31.3,17,39,56.6,27.9,23.8,48.3,89,11,-80.4549026,38.5976262,37.8476262,38.3476262,38.8476262,39.3476262,-80.4549026,-80.4549026
"784",1999,"West Virginia",27.1,86.9,88.7,13.1,11.3,30.2,24.4,30.8,17.7,39,58,27.1,23.8,49,87.7,12.3,-80.4549026,38.5976262,37.8476262,38.3476262,38.8476262,39.3476262,-80.4549026,-80.4549026
"785",2000,"West Virginia",26.1,89.3,87.6,10.7,12.4,27.7,24.7,30.8,20.5,41.5,54.8,26.1,25.3,48.5,88.4,11.6,-80.4549026,38.5976262,37.8476262,38.3476262,38.8476262,39.3476262,-80.4549026,-80.4549026
"786",2001,"West Virginia",28.2,83.5,83.5,16.5,16.5,28.9,27.6,30.4,19.6,40.7,52.8,28.2,24.7,47.1,83.5,16.5,-80.4549026,38.5976262,37.8476262,38.3476262,38.8476262,39.3476262,-80.4549026,-80.4549026
"787",2002,"West Virginia",28.4,85.6,81.5,14.4,18.5,29.8,27.2,29.3,19.6,40.9,53.2,28.4,24.2,47.4,83.6,16.4,-80.4549026,38.5976262,37.8476262,38.3476262,38.8476262,39.3476262,-80.4549026,-80.4549026
"788",2003,"West Virginia",27.3,84.6,80.7,15.4,19.3,27.6,27.1,32.6,19.6,39.8,53.3,27.3,25.8,46.9,82.5,17.5,-80.4549026,38.5976262,37.8476262,38.3476262,38.8476262,39.3476262,-80.4549026,-80.4549026
"789",2004,"West Virginia",26.9,80.2,82.2,19.8,17.8,27.5,26.4,31,19.6,41.5,54,26.9,25.1,48,81.2,18.8,-80.4549026,38.5976262,37.8476262,38.3476262,38.8476262,39.3476262,-80.4549026,-80.4549026
"790",2005,"West Virginia",26.7,79,80.4,21,19.6,27.4,26,29.9,19.2,42.7,54.8,26.7,24.3,49,79.7,20.3,-80.4549026,38.5976262,37.8476262,38.3476262,38.8476262,39.3476262,-80.4549026,-80.4549026
"791",2006,"West Virginia",25.7,83.1,82.4,16.9,17.6,25.4,26.1,30.2,19.5,44.4,54.5,25.7,24.7,49.6,82.7,17.3,-80.4549026,38.5976262,37.8476262,38.3476262,38.8476262,39.3476262,-80.4549026,-80.4549026
"792",2007,"West Virginia",26.9,77.4,84,22.6,16,28.4,25.4,31.5,18,40.1,56.6,26.9,24.5,48.6,80.6,19.4,-80.4549026,38.5976262,37.8476262,38.3476262,38.8476262,39.3476262,-80.4549026,-80.4549026
"793",2008,"West Virginia",26.5,79.9,81.8,20.1,18.2,26,27,31.5,19.6,42.5,53.4,26.5,25.4,48.1,80.9,19.1,-80.4549026,38.5976262,37.8476262,38.3476262,38.8476262,39.3476262,-80.4549026,-80.4549026
"794",2009,"West Virginia",25.6,81.2,80.5,18.8,19.5,27.7,23.6,30.3,19.1,42,57.3,25.6,24.5,49.9,80.8,19.2,-80.4549026,38.5976262,37.8476262,38.3476262,38.8476262,39.3476262,-80.4549026,-80.4549026
"795",2010,"West Virginia",26.8,86.1,86.9,13.9,13.1,28.3,25.4,28.8,20.3,42.9,54.3,26.8,24.4,48.8,86.5,13.5,-80.4549026,38.5976262,37.8476262,38.3476262,38.8476262,39.3476262,-80.4549026,-80.4549026
"796",1996,"Wisconsin",24.9,79.7,78.5,20.3,21.5,27.5,22.4,31,21.3,41.5,56.3,24.9,25.9,49.2,79.2,20.8,-88.7878678,43.7844397,43.0344397,43.5344397,44.0344397,44.5344397,-88.7878678,-88.7878678
"797",1997,"Wisconsin",23.2,86.3,83.2,13.7,16.8,25.6,20.9,31.9,19.1,42.4,60,23.2,25.3,51.5,84.9,15.1,-88.7878678,43.7844397,43.0344397,43.5344397,44.0344397,44.5344397,-88.7878678,-88.7878678
"798",1998,"Wisconsin",23.4,83.9,76.2,16.1,23.8,24,22.8,34.6,24.6,41.4,52.5,23.4,29.4,47.2,80,20,-88.7878678,43.7844397,43.0344397,43.5344397,44.0344397,44.5344397,-88.7878678,-88.7878678
"799",1999,"Wisconsin",23.7,76.8,74.5,23.2,25.5,22.9,24.4,33,24.6,44.1,51.1,23.7,28.6,47.7,75.6,24.4,-88.7878678,43.7844397,43.0344397,43.5344397,44.0344397,44.5344397,-88.7878678,-88.7878678
"800",2000,"Wisconsin",24.1,76.3,74.1,23.7,25.9,24.4,23.8,29.8,24.5,45.8,51.7,24.1,27.1,48.8,75.2,24.8,-88.7878678,43.7844397,43.0344397,43.5344397,44.0344397,44.5344397,-88.7878678,-88.7878678
"801",2001,"Wisconsin",23.6,79.3,75.2,20.7,24.8,25.3,21.9,32.8,24.8,41.9,53.2,23.6,28.7,47.8,77.3,22.7,-88.7878678,43.7844397,43.0344397,43.5344397,44.0344397,44.5344397,-88.7878678,-88.7878678
"802",2002,"Wisconsin",23.3,79.9,78.3,20.1,21.7,25.4,21.4,31.2,23.5,43.4,55.1,23.3,27.3,49.4,79.1,20.9,-88.7878678,43.7844397,43.0344397,43.5344397,44.0344397,44.5344397,-88.7878678,-88.7878678
"803",2003,"Wisconsin",22,78.3,78.6,21.7,21.4,24,20.2,30,24.7,46,55.1,22,27.3,50.7,78.4,21.6,-88.7878678,43.7844397,43.0344397,43.5344397,44.0344397,44.5344397,-88.7878678,-88.7878678
"804",2004,"Wisconsin",21.9,77.1,73.4,22.9,26.6,25,19,27.3,21.4,47.7,59.6,21.9,24.3,53.8,75.5,24.5,-88.7878678,43.7844397,43.0344397,43.5344397,44.0344397,44.5344397,-88.7878678,-88.7878678
"805",2005,"Wisconsin",20.7,77.3,75.7,22.7,24.3,22.1,19.4,28.5,23.7,49.5,56.9,20.7,26.1,53.2,76.5,23.5,-88.7878678,43.7844397,43.0344397,43.5344397,44.0344397,44.5344397,-88.7878678,-88.7878678
"806",2006,"Wisconsin",20.8,71.6,74.9,28.4,25.1,23.3,18.4,27,25,49.7,56.7,20.8,26,53.2,73.1,26.9,-88.7878678,43.7844397,43.0344397,43.5344397,44.0344397,44.5344397,-88.7878678,-88.7878678
"807",2007,"Wisconsin",19.6,74,75.1,26,24.9,19.7,19.5,27.8,24.1,52.5,56.4,19.6,25.9,54.5,74.6,25.4,-88.7878678,43.7844397,43.0344397,43.5344397,44.0344397,44.5344397,-88.7878678,-88.7878678
"808",2008,"Wisconsin",19.9,71.1,71.3,28.9,28.7,21.6,18.2,28.9,24.5,49.5,57.3,19.9,26.7,53.5,71.2,28.8,-88.7878678,43.7844397,43.0344397,43.5344397,44.0344397,44.5344397,-88.7878678,-88.7878678
"809",2009,"Wisconsin",18.8,65.7,69.4,34.3,30.6,20.2,17.3,29.2,24.7,50.6,58,18.8,26.9,54.3,67.4,32.6,-88.7878678,43.7844397,43.0344397,43.5344397,44.0344397,44.5344397,-88.7878678,-88.7878678
"810",2010,"Wisconsin",19.1,67.8,75.5,32.2,24.5,20.7,17.4,30.1,22.7,49.2,59.9,19.1,26.3,54.6,71.4,28.6,-88.7878678,43.7844397,43.0344397,43.5344397,44.0344397,44.5344397,-88.7878678,-88.7878678
"811",1996,"Wyoming",24.6,80.2,83.4,19.8,16.6,24.4,24.7,30.2,20.1,45.4,55.2,24.6,25.1,50.3,81.9,18.1,-107.2902839,43.0759678,42.3259678,42.8259678,43.3259678,43.8259678,-107.2902839,-107.2902839
"812",1997,"Wyoming",24,77.7,84.4,22.3,15.6,23.9,24,31.2,19.7,44.9,56.3,24,25.4,50.6,81.1,18.9,-107.2902839,43.0759678,42.3259678,42.8259678,43.3259678,43.8259678,-107.2902839,-107.2902839
"813",1998,"Wyoming",22.8,83,83.1,17,16.9,23.9,21.8,29.3,21.1,46.7,57.1,22.8,25.2,52,83,17,-107.2902839,43.0759678,42.3259678,42.8259678,43.3259678,43.8259678,-107.2902839,-107.2902839
"814",1999,"Wyoming",23.9,79.2,80.3,20.8,19.7,25.9,22,28.3,21.5,45.8,56.5,23.9,24.9,51.2,79.7,20.3,-107.2902839,43.0759678,42.3259678,42.8259678,43.3259678,43.8259678,-107.2902839,-107.2902839
"815",2000,"Wyoming",23.8,75.2,77.8,24.8,22.2,23.2,24.3,29.3,21,47.5,54.7,23.8,25.1,51.1,76.5,23.5,-107.2902839,43.0759678,42.3259678,42.8259678,43.3259678,43.8259678,-107.2902839,-107.2902839
"816",2001,"Wyoming",22.2,75.5,80.6,24.5,19.4,22.5,21.8,29,23,48.5,55.1,22.2,26,51.9,78.1,21.9,-107.2902839,43.0759678,42.3259678,42.8259678,43.3259678,43.8259678,-107.2902839,-107.2902839
"817",2002,"Wyoming",23.7,82.7,79.6,17.3,20.4,25.3,22,30.4,22.6,44.3,55.4,23.7,26.5,49.8,81.2,18.8,-107.2902839,43.0759678,42.3259678,42.8259678,43.3259678,43.8259678,-107.2902839,-107.2902839
"818",2003,"Wyoming",24.6,79.8,81.5,20.2,18.5,25.1,24.1,29.3,23.2,45.6,52.7,24.6,26.2,49.1,80.7,19.3,-107.2902839,43.0759678,42.3259678,42.8259678,43.3259678,43.8259678,-107.2902839,-107.2902839
"819",2004,"Wyoming",21.7,76.3,75.4,23.7,24.6,21.6,21.8,28.1,21.6,50.3,56.6,21.7,24.9,53.4,75.8,24.2,-107.2902839,43.0759678,42.3259678,42.8259678,43.3259678,43.8259678,-107.2902839,-107.2902839
"820",2005,"Wyoming",21.3,75.2,77.2,24.8,22.8,20.5,22.2,30.9,22.5,48.6,55.3,21.3,26.7,51.9,76.3,23.7,-107.2902839,43.0759678,42.3259678,42.8259678,43.3259678,43.8259678,-107.2902839,-107.2902839
"821",2006,"Wyoming",21.6,74.4,78.2,25.6,21.8,23.8,19.4,28,21.7,48.2,58.9,21.6,24.9,53.5,76.1,23.9,-107.2902839,43.0759678,42.3259678,42.8259678,43.3259678,43.8259678,-107.2902839,-107.2902839
"822",2007,"Wyoming",22.1,78.2,80,21.8,20,22.9,21.4,27.9,21.7,49.2,56.9,22.1,24.8,53.1,79.1,20.9,-107.2902839,43.0759678,42.3259678,42.8259678,43.3259678,43.8259678,-107.2902839,-107.2902839
"823",2008,"Wyoming",19.4,78.4,75.3,21.6,24.7,19.9,18.8,28.3,22.5,51.8,58.7,19.4,25.4,55.2,76.9,23.1,-107.2902839,43.0759678,42.3259678,42.8259678,43.3259678,43.8259678,-107.2902839,-107.2902839
"824",2009,"Wyoming",19.9,73.2,80.5,26.8,19.5,20.1,19.7,29.8,22.3,50.1,58,19.9,26.1,54,76.8,23.2,-107.2902839,43.0759678,42.3259678,42.8259678,43.3259678,43.8259678,-107.2902839,-107.2902839
"825",2010,"Wyoming",19.5,75.9,76.9,24.1,23.1,20.2,18.9,28.3,20.8,51.5,60.3,19.5,24.6,55.9,76.4,23.6,-107.2902839,43.0759678,42.3259678,42.8259678,43.3259678,43.8259678,-107.2902839,-107.2902839
